time,waist,shoulder,elbow,forearm_roll,wrist_angle,wrist_rotate
1.826,0,0,0,0,0.434758979235328,0
1.827,0,0,0,0,0.434521611987417,0
1.828,0,0,0,0,0.434282737746365,0
1.829,0,0,0,0,0.434042356641894,0
1.83,0,0,0,0,0.433800468811295,0
1.831,0,0,0,0,0.433557074399426,0
1.832,0,0,0,0,0.433312173558712,0
1.833,0,0,0,0,0.433065766449148,0
1.834,0,0,0,0,0.4328178532383,0
1.835,0,0,0,0,0.432568434101307,0
1.836,0,0,0,0,0.432317509220881,0
1.837,0,0,0,0,0.432065078787305,0
1.838,0,0,0,0,0.431811142998442,0
1.839,0,0,0,0,0.431555702059728,0
1.84,0,0,0,0,0.431298756184176,0
1.841,0,0,0,0,0.431040305592378,0
1.842,0,0,0,0,0.430780350512505,0
1.843,0,0,0,0,0.430518891180305,0
1.844,0,0,0,0,0.430255927839109,0
1.845,0,0,0,0,0.429991460739827,0
1.846,0,0,0,0,0.429725490140953,0
1.847,0,0,0,0,0.42945801630856,0
1.848,0,0,0,0,0.429189039516305,0
1.849,0,0,0,0,0.428918560045429,0
1.85,0,0,0,0,0.428646578184755,0
1.851,0,0,0,0,0.428373094230693,0
1.852,0,0,0,0,0.428098108487233,0
1.853,0,0,0,0,0.427821621265953,0
1.854,0,0,0,0,0.427543632886016,0
1.855,0,0,0,0,0.427264143674169,0
1.856,0,0,0,0,0.426983153964745,0
1.857,0,0,0,0,0.426700664099662,0
1.858,0,0,0,0,0.426416674428425,0
1.859,0,0,0,0,0.426131185308125,0
1.86,0,0,0,0,0.425844197103436,0
1.861,0,0,0,0,0.425555710186621,0
1.862,0,0,0,0,0.425265724937527,0
1.863,0,0,0,0,0.424974241743587,0
1.864,0,0,0,0,0.424681260999819,0
1.865,0,0,0,0,0.424386783108827,0
1.866,0,0,0,0,0.424090808480799,0
1.867,0,0,0,0,0.423793337533509,0
1.868,0,0,0,0,0.423494370692313,0
1.869,0,0,0,0,0.423193908390154,0
1.87,0,0,0,0,0.422891951067556,0
1.871,0,0,0,0,0.422588499172626,0
1.872,0,0,0,0,0.422283553161055,0
1.873,0,0,0,0,0.421977113496114,0
1.874,0,0,0,0,0.421669180648658,0
1.875,0,0,0,0,0.42135975509712,0
1.876,0,0,0,0,0.421048837327514,0
1.877,0,0,0,0,0.420736427833432,0
1.878,0,0,0,0,0.420422527116047,0
1.879,0,0,0,0,0.420107135684106,0
1.88,0,0,0,0,0.419790254053936,0
1.881,0,0,0,0,0.419471882749438,0
1.882,0,0,0,0,0.419152022302087,0
1.883,0,0,0,0,0.418830673250932,0
1.884,0,0,0,0,0.418507836142597,0
1.885,0,0,0,0,0.418183511531275,0
1.886,0,0,0,0,0.41785769997873,0
1.887,0,0,0,0,0.417530402054294,0
1.888,0,0,0,0,0.41720161833487,0
1.889,0,0,0,0,0.416871349404925,0
1.89,0,0,0,0,0.416539595856492,0
1.891,0,0,0,0,0.416206358289168,0
1.892,0,0,0,0,0.415871637310113,0
1.893,0,0,0,0,0.415535433534046,0
1.894,0,0,0,0,0.415197747583249,0
1.895,0,0,0,0,0.414858580087558,0
1.896,0,0,0,0,0.414517931684369,0
1.897,0,0,0,0,0.41417580301863,0
1.898,0,0,0,0,0.413832194742842,0
1.899,0,0,0,0,0.413487107517061,0
1.9,0,0,0,0,0.413140542008887,0
1.901,0,0,0,0,0.412792498893471,0
1.902,0,0,0,0,0.412442978853509,0
1.903,0,0,0,0,0.412091982579242,0
1.904,0,0,0,0,0.411739510768451,0
1.905,0,0,0,0,0.411385564126458,0
1.906,0,0,0,0,0.411030143366122,0
1.907,0,0,0,0,0.410673249207838,0
1.908,0,0,0,0,0.410314882379536,0
1.909,0,0,0,0,0.409955043616676,0
1.91,0,0,0,0,0.409593733662246,0
1.911,0,0,0,0,0.409230953266764,0
1.912,0,0,0,0,0.408866703188269,0
1.913,0,0,0,0,0.408500984192326,0
1.914,0,0,0,0,0.408133797052016,0
1.915,0,0,0,0,0.407765142547941,0
1.916,0,0,0,0,0.407395021468214,0
1.917,0,0,0,0,0.407023434608464,0
1.918,0,0,0,0,0.406650382771827,0
1.919,0,0,0,0,0.406275866768947,0
1.92,0,0,0,0,0.405899887417973,0
1.921,0,0,0,0,0.405522445544554,0
1.922,0,0,0,0,0.40514354198184,0
1.923,0,0,0,0,0.404763177570476,0
1.924,0,0,0,0,0.404381353158599,0
1.925,0,0,0,0,0.403998069601838,0
1.926,0,0,0,0,0.40361332776331,0
1.927,0,0,0,0,0.403227128513614,0
1.928,0,0,0,0,0.402839472730832,0
1.929,0,0,0,0,0.402450361300524,0
1.93,0,0,0,0,0.402059795115725,0
1.931,0,0,0,0,0.401667775076942,0
1.932,0,0,0,0,0.40127430209215,0
1.933,0,0,0,0,0.400879377076791,0
1.934,0,0,0,0,0.400483000953768,0
1.935,0,0,0,0,0.400085174653443,0
1.936,0,0,0,0,0.399685899113634,0
1.937,0,0,0,0,0.399285175279611,0
1.938,0,0,0,0,0.398883004104091,0
1.939,0,0,0,0,0.398479386547239,0
1.94,0,0,0,0,0.398074323576658,0
1.941,0,0,0,0,0.39766781616739,0
1.942,0,0,0,0,0.397259865301914,0
1.943,0,0,0,0,0.396850471970135,0
1.944,0,0,0,0,0.396439637169387,0
1.945,0,0,0,0,0.396027361904428,0
1.946,0,0,0,0,0.395613647187432,0
1.947,0,0,0,0,0.395198494037991,0
1.948,0,0,0,0,0.394781903483107,0
1.949,0,0,0,0,0.394363876557189,0
1.95,0,0,0,0,0.393944414302051,0
1.951,0,0,0,0,0.393523517766905,0
1.952,0,0,0,0,0.393101188008357,0
1.953,0,0,0,0,0.392677426090406,0
1.954,0,0,0,0,0.392252233084438,0
1.955,0,0,0,0,0.391825610069219,0
1.956,0,0,0,0,0.391397558130896,0
1.957,0,0,0,0,0.390968078362989,0
1.958,0,0,0,0,0.390537171866387,0
1.959,0,0,0,0,0.390104839749345,0
1.96,0,0,0,0,0.389671083127478,0
1.961,0,0,0,0,0.389235903123758,0
1.962,0,0,0,0,0.38879930086851,0
1.963,0,0,0,0,0.388361277499402,0
1.964,0,0,0,0,0.38792183416145,0
1.965,0,0,0,0,0.387480972007002,0
1.966,0,0,0,0,0.387038692195745,0
1.967,0,0,0,0,0.386594995894689,0
1.968,0,0,0,0,0.386149884278172,0
1.969,0,0,0,0,0.385703358527847,0
1.97,0,0,0,0,0.385255419832684,0
1.971,0,0,0,0,0.38480606938896,0
1.972,0,0,0,0,0.384355308400256,0
1.973,0,0,0,0,0.383903138077453,0
1.974,0,0,0,0,0.383449559638724,0
1.975,0,0,0,0,0.382994574309533,0
1.976,0,0,0,0,0.382538183322626,0
1.977,0,0,0,0,0.382080387918028,0
1.978,0,0,0,0,0.381621189343036,0
1.979,0,0,0,0,0.381160588852216,0
1.98,0,0,0,0,0.380698587707397,0
1.981,0,0,0,0,0.380235187177664,0
1.982,0,0,0,0,0.379770388539354,0
1.983,0,0,0,0,0.379304193076051,0
1.984,0,0,0,0,0.378836602078579,0
1.985,0,0,0,0,0.378367616844997,0
1.986,0,0,0,0,0.377897238680595,0
1.987,0,0,0,0,0.377425468897886,0
1.988,0,0,0,0,0.376952308816601,0
1.989,0,0,0,0,0.376477759763685,0
1.99,0,0,0,0,0.376001823073289,0
1.991,0,0,0,0,0.375524500086765,0
1.992,0,0,0,0,0.37504579215266,0
1.993,0,0,0,0,0.374565700626712,0
1.994,0,0,0,0,0.374084226871841,0
1.995,0,0,0,0,0.373601372258144,0
1.996,0,0,0,0,0.373117138162891,0
1.997,0,0,0,0,0.372631525970516,0
1.998,0,0,0,0,0.372144537072613,0
1.999,0,0,0,0,0.37165617286793,0
2,0,0,0,0,0.371166434762359,0
2.001,0,0,0,0,0.370675324168937,0
2.002,0,0,0,0,0.370182842507831,0
2.003,0,0,0,0,0.36968899120634,0
2.004,0,0,0,0,0.369193771698882,0
2.005,0,0,0,0,0.368697185426992,0
2.006,0,0,0,0,0.368199233839313,0
2.007,0,0,0,0,0.367699918391592,0
2.008,0,0,0,0,0.367199240546669,0
2.009,0,0,0,0,0.366697201774477,0
2.01,0,0,0,0,0.366193803552028,0
2.011,0,0,0,0,0.365689047363414,0
2.012,0,0,0,0,0.365182934699793,0
2.013,0,0,0,0,0.364675467059388,0
2.014,0,0,0,0,0.364166645947476,0
2.015,0,0,0,0,0.363656472876385,0
2.016,0,0,0,0,0.363144949365484,0
2.017,0,0,0,0,0.362632076941176,0
2.018,0,0,0,0,0.362117857136896,0
2.019,0,0,0,0,0.361602291493097,0
2.02,0,0,0,0,0.361085381557247,0
2.021,0,0,0,0,0.360567128883823,0
2.022,0,0,0,0,0.3600475350343,0
2.023,0,0,0,0,0.359526601577147,0
2.024,0,0,0,0,0.359004330087818,0
2.025,0,0,0,0,0.358480722148747,0
2.026,0,0,0,0,0.357955779349337,0
2.027,0,0,0,0,0.357429503285957,0
2.028,0,0,0,0,0.356901895561932,0
2.029,0,0,0,0,0.356372957787535,0
2.03,0,0,0,0,0.355842691579981,0
2.031,0,0,0,0,0.355311098563421,0
2.032,0,0,0,0,0.35477818036893,0
2.033,0,0,0,0,0.354243938634505,0
2.034,0,0,0,0,0.353708375005051,0
2.035,0,0,0,0,0.353171491132379,0
2.036,0,0,0,0,0.352633288675197,0
2.037,0,0,0,0,0.352093769299098,0
2.038,0,0,0,0,0.351552934676559,0
2.039,0,0,0,0,0.351010786486928,0
2.04,0,0,0,0,0.350467326416418,0
2.041,0,0,0,0,0.3499225561581,0
2.042,0,0,0,0,0.349376477411891,0
2.043,0,0,0,0,0.348829091884554,0
2.044,0,0,0,0,0.34828040128968,0
2.045,0,0,0,0,0.347730407347689,0
2.046,0,0,0,0,0.347179111785814,0
2.047,0,0,0,0,0.3466265163381,0
2.048,0,0,0,0,0.346072622745391,0
2.049,0,0,0,0,0.345517432755324,0
2.05,0,0,0,0,0.344960948122318,0
2.051,0,0,0,0,0.344403170607569,0
2.052,0,0,0,0,0.343844101979041,0
2.053,0,0,0,0,0.343283744011457,0
2.054,0,0,0,0,0.342722098486288,0
2.055,0,0,0,0,0.34215916719175,0
2.056,0,0,0,0,0.341594951922791,0
2.057,0,0,0,0,0.341029454481084,0
2.058,0,0,0,0,0.340462676675018,0
2.059,0,0,0,0,0.33989462031969,0
2.06,0,0,0,0,0.339325287236896,0
2.061,0,0,0,0,0.338754679255124,0
2.062,0,0,0,0,0.338182798209541,0
2.063,0,0,0,0,0.337609645941987,0
2.064,0,0,0,0,0.337035224300967,0
2.065,0,0,0,0,0.336459535141641,0
2.066,0,0,0,0,0.335882580325814,0
2.067,0,0,0,0,0.33530436172193,0
2.068,0,0,0,0,0.334724881205058,0
2.069,0,0,0,0,0.33414414065689,0
2.07,0,0,0,0,0.333562141965725,0
2.071,0,0,0,0,0.332978887026465,0
2.072,0,0,0,0,0.332394377740602,0
2.073,0,0,0,0,0.331808616016211,0
2.074,0,0,0,0,0.331221603767941,0
2.075,0,0,0,0,0.330633342917005,0
2.076,0,0,0,0,0.33004383539117,0
2.077,0,0,0,0,0.32945308312475,0
2.078,0,0,0,0,0.328861088058592,0
2.079,0,0,0,0,0.328267852140073,0
2.08,0,0,0,0,0.327673377323084,0
2.081,0,0,0,0,0.327077665568027,0
2.082,0,0,0,0,0.326480718841798,0
2.083,0,0,0,0,0.325882539117784,0
2.084,0,0,0,0,0.325283128375851,0
2.085,0,0,0,0,0.324682488602334,0
2.086,0,0,0,0,0.324080621790025,0
2.087,0,0,0,0,0.323477529938169,0
2.088,0,0,0,0,0.322873215052449,0
2.089,0,0,0,0,0.32226767914498,0
2.09,0,0,0,0,0.321660924234294,0
2.091,0,0,0,0,0.321052952345335,0
2.092,0,0,0,0,0.32044376550945,0
2.093,0,0,0,0,0.319833365764372,0
2.094,0,0,0,0,0.319221755154217,0
2.095,0,0,0,0,0.318608935729471,0
2.096,0,0,0,0,0.31799490954698,0
2.097,0,0,0,0,0.31737967866994,0
2.098,0,0,0,0,0.316763245167888,0
2.099,0,0,0,0,0.316145611116689,0
2.1,0,0,0,0,0.315526778598529,0
2.101,0,0,0,0,0.314906749701903,0
2.102,0,0,0,0,0.314285526521605,0
2.103,0,0,0,0,0.313663111158717,0
2.104,0,0,0,0,0.313039505720599,0
2.105,0,0,0,0,0.31241471232088,0
2.106,0,0,0,0,0.311788733079446,0
2.107,0,0,0,0,0.311161570122428,0
2.108,0,0,0,0,0.310533225582196,0
2.109,0,0,0,0,0.309903701597344,0
2.11,0,0,0,0,0.309273000312681,0
2.111,0,0,0,0,0.30864112387922,0
2.112,0,0,0,0,0.30800807445417,0
2.113,0,0,0,0,0.30737385420092,0
2.114,0,0,0,0,0.306738465289034,0
2.115,0,0,0,0,0.306101909894234,0
2.116,0,0,0,0,0.305464190198397,0
2.117,0,0,0,0,0.304825308389536,0
2.118,0,0,0,0,0.304185266661793,0
2.119,0,0,0,0,0.30354406721543,0
2.12,0,0,0,0,0.302901712256815,0
2.121,0,0,0,0,0.302258203998411,0
2.122,0,0,0,0,0.301613544658766,0
2.123,0,0,0,0,0.300967736462501,0
2.124,0,0,0,0,0.300320781640302,0
2.125,0,0,0,0,0.299672682428904,0
2.126,0,0,0,0,0.299023441071082,0
2.127,0,0,0,0,0.298373059815641,0
2.128,0,0,0,0,0.297721540917404,0
2.129,0,0,0,0,0.297068886637199,0
2.13,0,0,0,0,0.296415099241849,0
2.131,0,0,0,0,0.295760181004162,0
2.132,0,0,0,0,0.295104134202917,0
2.133,0,0,0,0,0.294446961122853,0
2.134,0,0,0,0,0.293788664054659,0
2.135,0,0,0,0,0.293129245294962,0
2.136,0,0,0,0,0.292468707146316,0
2.137,0,0,0,0,0.291807051917185,0
2.138,0,0,0,0,0.291144281921942,0
2.139,0,0,0,0,0.290480399480847,0
2.14,0,0,0,0,0.28981540692004,0
2.141,0,0,0,0,0.28914930657153,0
2.142,0,0,0,0,0.288482100773181,0
2.143,0,0,0,0,0.287813791868701,0
2.144,0,0,0,0,0.287144382207631,0
2.145,0,0,0,0,0.286473874145331,0
2.146,0,0,0,0,0.285802270042972,0
2.147,0,0,0,0,0.285129572267519,0
2.148,0,0,0,0,0.284455783191722,0
2.149,0,0,0,0,0.283780905194104,0
2.15,0,0,0,0,0.283104940658948,0
2.151,0,0,0,0,0.282427891976286,0
2.152,0,0,0,0,0.281749761541886,0
2.153,0,0,0,0,0.28107055175724,0
2.154,0,0,0,0,0.280390265029551,0
2.155,0,0,0,0,0.279708903771723,0
2.156,0,0,0,0,0.279026470402346,0
2.157,0,0,0,0,0.278342967345686,0
2.158,0,0,0,0,0.27765839703167,0
2.159,0,0,0,0,0.276972761895879,0
2.16,0,0,0,0,0.276286064379528,0
2.161,0,0,0,0,0.27559830692946,0
2.162,0,0,0,0,0.27490949199813,0
2.163,0,0,0,0,0.274219622043594,0
2.164,0,0,0,0,0.273528699529494,0
2.165,0,0,0,0,0.272836726925052,0
2.166,0,0,0,0,0.272143706705047,0
2.167,0,0,0,0,0.271449641349813,0
2.168,0,0,0,0,0.270754533345219,0
2.169,0,0,0,0,0.270058385182659,0
2.17,0,0,0,0,0.26936119935904,0
2.171,0,0,0,0,0.268662978376768,0
2.172,0,0,0,0,0.267963724743735,0
2.173,0,0,0,0,0.267263440973307,0
2.174,0,0,0,0,0.266562129584311,0
2.175,0,0,0,0,0.26585979310102,0
2.176,0,0,0,0,0.265156434053145,0
2.177,0,0,0,0,0.264452054975817,0
2.178,0,0,0,0,0.263746658409577,0
2.179,0,0,0,0,0.263040246900361,0
2.18,0,0,0,0,0.262332822999488,0
2.181,0,0,0,0,0.261624389263648,0
2.182,0,0,0,0,0.260914948254885,0
2.183,0,0,0,0,0.26020450254059,0
2.184,0,0,0,0,0.259493054693481,0
2.185,0,0,0,0,0.258780607291595,0
2.186,0,0,0,0,0.258067162918273,0
2.187,0,0,0,0,0.257352724162146,0
2.188,0,0,0,0,0.256637293617121,0
2.189,0,0,0,0,0.25592087388237,0
2.19,0,0,0,0,0.255203467562316,0
2.191,0,0,0,0,0.254485077266618,0
2.192,0,0,0,0,0.253765705610159,0
2.193,0,0,0,0,0.253045355213032,0
2.194,0,0,0,0,0.252324028700527,0
2.195,0,0,0,0,0.251601728703116,0
2.196,0,0,0,0,0.250878457856441,0
2.197,0,0,0,0,0.250154218801301,0
2.198,0,0,0,0,0.249429014183636,0
2.199,0,0,0,0,0.248702846654514,0
2.2,0,0,0,0,0.247975718870119,0
2.201,0,0,0,0,0.247247633491737,0
2.202,0,0,0,0,0.246518593185739,0
2.203,0,0,0,0,0.245788600623571,0
2.204,0,0,0,0,0.245057658481738,0
2.205,0,0,0,0,0.244325769441793,0
2.206,0,0,0,0,0.243592936190318,0
2.207,0,0,0,0,0.242859161418916,0
2.208,0,0,0,0,0.242124447824191,0
2.209,0,0,0,0,0.24138879810774,0
2.21,0,0,0,0,0.240652214976135,0
2.211,0,0,0,0,0.239914701140911,0
2.212,0,0,0,0,0.23917625931855,0
2.213,0,0,0,0,0.238436892230468,0
2.214,0,0,0,0,0.237696602603002,0
2.215,0,0,0,0,0.236955393167394,0
2.216,0,0,0,0,0.236213266659778,0
2.217,0,0,0,0,0.235470225821164,0
2.218,0,0,0,0,0.234726273397427,0
2.219,0,0,0,0,0.233981412139291,0
2.22,0,0,0,0,0.233235644802311,0
2.221,0,0,0,0,0.232488974146866,0
2.222,0,0,0,0,0.231741402938141,0
2.223,0,0,0,0,0.230992933946109,0
2.224,0,0,0,0,0.230243569945523,0
2.225,0,0,0,0,0.229493313715898,0
2.226,0,0,0,0,0.228742168041497,0
2.227,0,0,0,0,0.227990135711316,0
2.228,0,0,0,0,0.227237219519071,0
2.229,0,0,0,0,0.226483422263182,0
2.23,0,0,0,0,0.22572874674676,0
2.231,0,0,0,0,0.22497319577759,0
2.232,0,0,0,0,0.224216772168117,0
2.233,0,0,0,0,0.223459478735436,0
2.234,0,0,0,0,0.22270131830127,0
2.235,0,0,0,0,0.221942293691958,0
2.236,0,0,0,0,0.221182407738443,0
2.237,0,0,0,0,0.220421663276255,0
2.238,0,0,0,0,0.219660063145495,0
2.239,0,0,0,0,0.218897610190822,0
2.24,0,0,0,0,0.218134307261437,0
2.241,0,0,0,0,0.21737015721107,0
2.242,0,0,0,0,0.216605162897964,0
2.243,0,0,0,0,0.215839327184858,0
2.244,0,0,0,0,0.215072652938974,0
2.245,0,0,0,0,0.214305143032004,0
2.246,0,0,0,0,0.213536800340091,0
2.247,0,0,0,0,0.212767627743817,0
2.248,0,0,0,0,0.211997628128184,0
2.249,0,0,0,0,0.211226804382605,0
2.25,0,0,0,0,0.210455159400885,0
2.251,0,0,0,0,0.209682696081203,0
2.252,0,0,0,0,0.208909417326103,0
2.253,0,0,0,0,0.208135326042477,0
2.254,0,0,0,0,0.207360425141545,0
2.255,0,0,0,0,0.206584717538847,0
2.256,0,0,0,0,0.205808206154221,0
2.257,0,0,0,0,0.205030893911793,0
2.258,0,0,0,0,0.204252783739958,0
2.259,0,0,0,0,0.203473878571368,0
2.26,0,0,0,0,0.202694181342913,0
2.261,0,0,0,0,0.201913694995707,0
2.262,0,0,0,0,0.201132422475074,0
2.263,0,0,0,0,0.200350366730532,0
2.264,0,0,0,0,0.199567530715774,0
2.265,0,0,0,0,0.198783917388658,0
2.266,0,0,0,0,0.197999529711188,0
2.267,0,0,0,0,0.197214370649498,0
2.268,0,0,0,0,0.19642844317384,0
2.269,0,0,0,0,0.195641750258564,0
2.27,0,0,0,0,0.194854294882105,0
2.271,0,0,0,0,0.194066080026967,0
2.272,0,0,0,0,0.193277108679707,0
2.273,0,0,0,0,0.192487383830919,0
2.274,0,0,0,0,0.191696908475218,0
2.275,0,0,0,0,0.190905685611225,0
2.276,0,0,0,0,0.190113718241552,0
2.277,0,0,0,0,0.189321009372784,0
2.278,0,0,0,0,0.188527562015466,0
2.279,0,0,0,0,0.187733379184082,0
2.28,0,0,0,0,0.186938463897046,0
2.281,0,0,0,0,0.186142819176682,0
2.282,0,0,0,0,0.185346448049207,0
2.283,0,0,0,0,0.184549353544718,0
2.284,0,0,0,0,0.183751538697175,0
2.285,0,0,0,0,0.182953006544385,0
2.286,0,0,0,0,0.182153760127984,0
2.287,0,0,0,0,0.181353802493425,0
2.288,0,0,0,0,0.180553136689957,0
2.289,0,0,0,0,0.179751765770615,0
2.29,0,0,0,0,0.178949692792197,0
2.291,0,0,0,0,0.178146920815254,0
2.292,0,0,0,0,0.177343452904068,0
2.293,0,0,0,0,0.176539292126642,0
2.294,0,0,0,0,0.17573444155468,0
2.295,0,0,0,0,0.174928904263569,0
2.296,0,0,0,0,0.174122683332369,0
2.297,0,0,0,0,0.17331578184379,0
2.298,0,0,0,0,0.172508202884181,0
2.299,0,0,0,0,0.171699949543508,0
2.3,0,0,0,0,0.170891024915344,0
2.301,0,0,0,0,0.17008143209685,0
2.302,0,0,0,0,0.169271174188755,0
2.303,0,0,0,0,0.168460254295345,0
2.304,0,0,0,0,0.167648675524445,0
2.305,0,0,0,0,0.166836440987401,0
2.306,0,0,0,0,0.166023553799063,0
2.307,0,0,0,0,0.165210017077773,0
2.308,0,0,0,0,0.164395833945344,0
2.309,0,0,0,0,0.163581007527043,0
2.31,0,0,0,0,0.162765540951581,0
2.311,0,0,0,0,0.161949437351088,0
2.312,0,0,0,0,0.161132699861101,0
2.313,0,0,0,0,0.160315331620547,0
2.314,0,0,0,0,0.159497335771726,0
2.315,0,0,0,0,0.158678715460294,0
2.316,0,0,0,0,0.157859473835248,0
2.317,0,0,0,0,0.157039614048904,0
2.318,0,0,0,0,0.156219139256889,0
2.319,0,0,0,0,0.155398052618118,0
2.32,0,0,0,0,0.154576357294777,0
2.321,0,0,0,0,0.153754056452308,0
2.322,0,0,0,0,0.152931153259395,0
2.323,0,0,0,0,0.152107650887942,0
2.324,0,0,0,0,0.151283552513059,0
2.325,0,0,0,0,0.150458861313043,0
2.326,0,0,0,0,0.149633580469367,0
2.327,0,0,0,0,0.148807713166655,0
2.328,0,0,0,0,0.147981262592669,0
2.329,0,0,0,0,0.147154231938295,0
2.33,0,0,0,0,0.14632662439752,0
2.331,0,0,0,0,0.14549844316742,0
2.332,0,0,0,0,0.144669691448141,0
2.333,0,0,0,0,0.143840372442879,0
2.334,0,0,0,0,0.143010489357871,0
2.335,0,0,0,0,0.142180045402371,0
2.336,0,0,0,0,0.141349043788632,0
2.337,0,0,0,0,0.140517487731897,0
2.338,0,0,0,0,0.139685380450373,0
2.339,0,0,0,0,0.138852725165219,0
2.34,0,0,0,0,0.138019525100528,0
2.341,0,0,0,0,0.137185783483308,0
2.342,0,0,0,0,0.136351503543468,0
2.343,0,0,0,0,0.135516688513799,0
2.344,0,0,0,0,0.134681341629954,0
2.345,0,0,0,0,0.133845466130436,0
2.346,0,0,0,0,0.13300906525658,0
2.347,0,0,0,0,0.13217214225253,0
2.348,0,0,0,0,0.131334700365228,0
2.349,0,0,0,0,0.130496742844395,0
2.35,0,0,0,0,0.129658272942513,0
2.351,0,0,0,0,0.128819293914808,0
2.352,0,0,0,0,0.127979809019231,0
2.353,0,0,0,0,0.127139821516445,0
2.354,0,0,0,0,0.126299334669803,0
2.355,0,0,0,0,0.125458351745332,0
2.356,0,0,0,0,0.124616876011718,0
2.357,0,0,0,0,0.123774910740284,0
2.358,0,0,0,0,0.12293245920498,0
2.359,0,0,0,0,0.122089524682354,0
2.36,0,0,0,0,0.121246110451548,0
2.361,0,0,0,0,0.120402219794268,0
2.362,0,0,0,0,0.119557855994777,0
2.363,0,0,0,0,0.11871302233987,0
2.364,0,0,0,0,0.11786772211886,0
2.365,0,0,0,0,0.11702195862356,0
2.366,0,0,0,0,0.116175735148266,0
2.367,0,0,0,0,0.115329054989736,0
2.368,0,0,0,0,0.114481921447177,0
2.369,0,0,0,0,0.113634337822226,0
2.37,0,0,0,0,0.112786307418931,0
2.371,0,0,0,0,0.111937833543732,0
2.372,0,0,0,0,0.111088919505449,0
2.373,0,0,0,0,0.110239568615259,0
2.374,0,0,0,0,0.109389784186681,0
2.375,0,0,0,0,0.108539569535556,0
2.376,0,0,0,0,0.107688927980033,0
2.377,0,0,0,0,0.106837862840546,0
2.378,0,0,0,0,0.105986377439802,0
2.379,0,0,0,0,0.10513447510276,0
2.38,0,0,0,0,0.104282159156614,0
2.381,0,0,0,0,0.103429432930773,0
2.382,0,0,0,0,0.102576299756847,0
2.383,0,0,0,0,0.101722762968629,0
2.384,0,0,0,0,0.100868825902072,0
2.385,0,0,0,0,0.100014491895278,0
2.386,0,0,0,0,0.0991597642884749,0
2.387,0,0,0,0,0.0983046464240014,0
2.388,0,0,0,0,0.0974491416462892,0
2.389,0,0,0,0,0.0965932533018432,0
2.39,0,0,0,0,0.0957369847392259,0
2.391,0,0,0,0,0.0948803393090375,0
2.392,0,0,0,0,0.0940233203638993,0
2.393,0,0,0,0,0.093165931258435,0
2.394,0,0,0,0,0.0923081753492537,0
2.395,0,0,0,0,0.0914500559949313,0
2.396,0,0,0,0,0.0905915765559921,0
2.397,0,0,0,0,0.0897327403948912,0
2.398,0,0,0,0,0.0888735508759978,0
2.399,0,0,0,0,0.0880140113655749,0
2.4,0,0,0,0,0.0871541252317628,0
2.401,0,0,0,0,0.0862938958445604,0
2.402,0,0,0,0,0.0854333265758081,0
2.403,0,0,0,0,0.0845724207991692,0
2.404,0,0,0,0,0.0837111818901112,0
2.405,0,0,0,0,0.0828496132258881,0
2.406,0,0,0,0,0.0819877181855238,0
2.407,0,0,0,0,0.0811255001497915,0
2.408,0,0,0,0,0.0802629625011975,0
2.409,0,0,0,0,0.0794001086239618,0
2.41,0,0,0,0,0.0785369419040017,0
2.411,0,0,0,0,0.0776734657289122,0
2.412,0,0,0,0,0.0768096834879478,0
2.413,0,0,0,0,0.075945598572005,0
2.414,0,0,0,0,0.0750812143736046,0
2.415,0,0,0,0,0.0742165342868723,0
2.416,0,0,0,0,0.0733515617075212,0
2.417,0,0,0,0,0.0724863000328329,0
2.418,0,0,0,0,0.071620752661642,0
2.419,0,0,0,0,0.0707549229943139,0
2.42,0,0,0,0,0.0698888144327291,0
2.421,0,0,0,0,0.0690224303802641,0
2.422,0,0,0,0,0.0681557742417743,0
2.423,0,0,0,0,0.0672888494235744,0
2.424,0,0,0,0,0.0664216593334204,0
2.425,0,0,0,0,0.0655542073804915,0
2.426,0,0,0,0,0.0646864969753735,0
2.427,0,0,0,0,0.0638185315300373,0
2.428,0,0,0,0,0.0629503144578228,0
2.429,0,0,0,0,0.0620818491734198,0
2.43,0,0,0,0,0.0612131390928509,0
2.431,0,0,0,0,0.0603441876334514,0
2.432,0,0,0,0,0.0594749982138522,0
2.433,0,0,0,0,0.0586055742539612,0
2.434,0,0,0,0,0.0577359191749441,0
2.435,0,0,0,0,0.0568660363992088,0
2.436,0,0,0,0,0.0559959293503835,0
2.437,0,0,0,0,0.0551256014533001,0
2.438,0,0,0,0,0.0542550561339759,0
2.439,0,0,0,0,0.0533842968195957,0
2.44,0,0,0,0,0.0525133269384919,0
2.441,0,0,0,0,0.0516421499201272,0
2.442,0,0,0,0,0.0507707691950754,0
2.443,0,0,0,0,0.0498991881950056,0
2.444,0,0,0,0,0.0490274103526597,0
2.445,0,0,0,0,0.0481554391018368,0
2.446,0,0,0,0,0.0472832778773739,0
2.447,0,0,0,0,0.0464109301151282,0
2.448,0,0,0,0,0.0455383992519576,0
2.449,0,0,0,0,0.0446656887257026,0
2.45,0,0,0,0,0.043792801975168,0
2.451,0,0,0,0,0.0429197424401058,0
2.452,0,0,0,0,0.0420465135611939,0
2.453,0,0,0,0,0.0411731187800196,0
2.454,0,0,0,0,0.0402995615390606,0
2.455,0,0,0,0,0.0394258452816674,0
2.456,0,0,0,0,0.0385519734520433,0
