time,waist,shoulder,elbow,forearm_roll,wrist_angle,wrist_rotate,waist_d,shoulder_d,elbow_d,forearm_roll_d,wrist_angle_d,wrist_rotate_d,gripper
4.16,0,-0.00614908749770693,0.0372156404843262,0,0.0145533574638467,0,0,-0.0104971064950298,0.036365660040873,0,0.0143695770903761,0,0.026
4.17,0,-0.00625405856265721,0.037579297084735,0,0.0146970532347504,0,0,-0.0106432099404004,0.0366371310785131,0,0.0144799577866223,0,0.026
4.18,0,-0.00636049066206124,0.0379456683955201,0,0.0148418528126167,0,0,-0.0107908217865856,0.0369099118244596,0,0.0145909302756338,0,0.026
4.19,0,-0.00646839887992712,0.0383147675137647,0,0.014987762115373,0,0,-0.0109399504454553,0.0371840011070401,0,0.0147024952331725,0,0.026
4.2,0,-0.00657779838438166,0.038686607524835,0,0.0151347870677047,0,0,-0.0110906042879811,0.037459397627033,0,0.0148146532959718,0,0.026
4.21,0,-0.00668870442726149,0.0390612015011053,0,0.0152829336006644,0,0,-0.0112427916428335,0.0377360999560073,0,0.0149274050610895,0,0.026
4.22,0,-0.00680113234368984,0.0394385625006654,0,0.0154322076512753,0,0,-0.0113965207951047,0.0380141065346888,0,0.0150407510852701,0,0.026
4.23,0,-0.00691509755164088,0.0398187035660122,0,0.015582615162128,0,0,-0.0115517999851555,0.0382934156716703,0,0.015154691884439,0,0.026
4.24,0,-0.00703061555149243,0.0402016377227289,0,0.0157341620809724,0,0,-0.011708637407199,0.0385740255416753,0,0.0152692279330191,0,0.026
4.25,0,-0.00714770192556441,0.0405873779781458,0,0.0158868543603026,0,0,-0.0118670412082146,0.0388559341842481,0,0.015384359663413,0,0.026
4.26,0,-0.00726637233764654,0.0409759373199882,0,0.0160406979569367,0,0,-0.012027019486388,0.0391391395019716,0,0.0155000874652941,0,0.026
4.27,0,-0.00738664253251042,0.041367328715008,0,0.0161956988315897,0,0,-0.0121885802901089,0.0394236392592351,0,0.015616411685116,0,0.026
4.28,0,-0.00750852833541149,0.0417615651076004,0,0.0163518629484408,0,0,-0.0123517316165393,0.0397094310805517,0,0.0157333326254377,0,0.026
4.29,0,-0.00763204565157688,0.042158659418406,0,0.0165091962746952,0,0,-0.0125164814103128,0.0399965124491409,0,0.0158508505443526,0,0.026
4.3,0,-0.00775721046568001,0.0425586245428974,0,0.0166677047801387,0,0,-0.0126828375622751,0.0402848807053988,0,0.0159689656548698,0,0.026
4.31,0,-0.00788403884130273,0.0429614733499514,0,0.0168273944366874,0,0,-0.0128508079081403,0.0405745330453559,0,0.0160876781242873,0,0.026
4.32,0,-0.00801254692038411,0.043367218680405,0,0.0169882712179303,0,0,-0.013020400227257,0.040865466519346,0,0.0162069880736467,0,0.026
4.33,0,-0.00814275092265671,0.0437758733455983,0,0.0171503410986668,0,0,-0.0131916222412864,0.041157678030425,0,0.0163268955770853,0,0.026
4.34,0,-0.00827466714506958,0.0441874501259027,0,0.0173136100544376,0,0,-0.0133644816127232,0.0414511643327777,0,0.0164474006611794,0,0.026
4.35,0,-0.00840831196119679,0.0446019617692305,0,0.0174780840610494,0,0,-0.0135389859438417,0.0417459220305481,0,0.0165685033044545,0,0.026
4.36,0,-0.00854370182063519,0.045019420989536,0,0.017643769094094,0,0,-0.0137151427752446,0.0420419475761417,0,0.0166902034366819,0,0.026
4.37,0,-0.00868085324838763,0.0454398404652973,0,0.0178106711284608,0,0,-0.0138929595844656,0.0423392372688281,0,0.01681250093829,0,0.026
4.38,0,-0.00881978284423229,0.0458632328379855,0,0.0179787961378437,0,0,-0.0140724437847483,0.0426377872533363,0,0.0169353956397717,0,0.026
4.39,0,-0.00896050728207975,0.0462896107105188,0,0.0181481500942414,0,0,-0.0142536027237428,0.0429375935184058,0,0.0170588873210699,0,0.026
4.4,0,-0.00910304330931716,0.0467189866457029,0,0.0183187389674521,0,0,-0.0144364436821101,0.0432386518954006,0,0.0171829757109843,0,0.026
4.41,0,-0.00924740774613825,0.0471513731646568,0,0.018490568724562,0,0,-0.014620973872151,0.0435409580567467,0,0.0173076604865048,0,0.026
4.42,0,-0.00939361748485978,0.0475867827452243,0,0.018663645329427,0,0,-0.0148072004365577,0.0438445075146888,0,0.0174329412722693,0,0.026
4.43,0,-0.00954168948922535,0.0480252278203712,0,0.0188379747421497,0,0,-0.0149951304471173,0.0441492956198929,0,0.0175588176399558,0,0.026
4.44,0,-0.0096916407936965,0.04846672077657,0,0.0190135629185493,0,0,-0.0151847709031583,0.0444553175598133,0,0.0176852891075768,0,0.026
4.45,0,-0.00984348850272809,0.0489112739521682,0,0.019190415809625,0,0,-0.015376128730428,0.0447625683576525,0,0.0178123551390072,0,0.026
4.46,0,-0.00999724979003236,0.0493588996357447,0,0.0193685393610151,0,0,-0.0155692107797421,0.0450710428707945,0,0.0179400151432992,0,0.026
4.47,0,-0.0101529418978298,0.0498096100644527,0,0.0195479395124481,0,0,-0.0157640238254068,0.0453807357894418,0,0.0180682684740719,0,0.026
4.48,0,-0.0103105821360838,0.050263417422347,0,0.0197286221971888,0,0,-0.0159605745642335,0.0456916416354026,0,0.0181971144289614,0,0.026
4.49,0,-0.0104701878817262,0.0507203338387009,0,0.0199105933414784,0,0,-0.0161588696137814,0.0460037547605312,0,0.0183265522489239,0,0.026
4.5,0,-0.010631776577864,0.0511803713863063,0,0.0200938588639677,0,0,-0.0163589155114621,0.0463170693457427,0,0.0184565811177692,0,0.026
4.51,0,-0.0107953657329786,0.0516435420797638,0,0.0202784246751453,0,0,-0.0165607187127836,0.046631579399351,0,0.0185872001614153,0,0.026
4.52,0,-0.0109609729201064,0.0521098578737573,0,0.0204642966767595,0,0,-0.0167642855902182,0.0469472787559724,0,0.0187184084473687,0,0.026
4.53,0,-0.0111286157760086,0.0525793306613171,0,0.0206514807612332,0,0,-0.0169696224318562,0.0472641610752483,0,0.0188502049841267,0,0.026
4.54,0,-0.0112983120003272,0.0530519722720696,0,0.0208399828110745,0,0,-0.0171767354400001,0.0475822198405099,0,0.0189825887205526,0,0.026
4.55,0,-0.0114700793547272,0.0535277944704748,0,0.02102980869828,0,0,-0.0173856307297588,0.0479014483575267,0,0.0191155585452803,0,0.026
4.56,0,-0.0116439356620248,0.0540068089540501,0,0.0212209642837328,0,0,-0.0175963143278605,0.048221839753301,0,0.0192491132861345,0,0.026
4.57,0,-0.0118198988053034,0.0544890273515832,0,0.0214134554165941,0,0,-0.0178087921711409,0.0485433869748103,0,0.0193832517095236,0,0.026
4.58,0,-0.0119979867270148,0.0549744612213314,0,0.0216072879336894,0,0,-0.0180230701053132,0.0488660827878918,0,0.0195179725198872,0,0.026
4.59,0,-0.0121782174280679,0.0554631220492103,0,0.0218024676588882,0,0,-0.0182391538834882,0.0491899197758164,0,0.0196532743590142,0,0.026
4.6,0,-0.0123606089669028,0.0559550212469686,0,0.0219990004024784,0,0,-0.0184570491650227,0.0495148903384641,0,0.0197891558055977,0,0.026
4.61,0,-0.012545179458553,0.0564501701503532,0,0.0221968919605344,0,0,-0.0186767615139882,0.049840986690838,0,0.0199256153745206,0,0.026
4.62,0,-0.0127319470736929,0.0569485800172615,0,0.0223961481142796,0,0,-0.0188982963978624,0.0501682008620201,0,0.0200626515163133,0,0.026
4.63,0,-0.0129209300376715,0.0574502620258816,0,0.0225967746294427,0,0,-0.0191216591862696,0.0504965246941861,0,0.020200262616632,0,0.026
4.64,0,-0.0131121466295342,0.0579552272728234,0,0.022798777255609,0,0,-0.0193468551496151,0.05082594984132,0,0.0203384469956107,0,0.026
4.65,0,-0.0133056151810304,0.0584634867712365,0,0.0230021617255651,0,0,-0.0195738894575847,0.0511564677681057,0,0.0204772029072805,0,0.026
4.66,0,-0.0135013540756062,0.0589750514489175,0,0.0232069337546379,0,0,-0.0198027671780389,0.0514880697490246,0,0.0206165285390671,0,0.026
4.67,0,-0.0136993817473866,0.0594899321464077,0,0.0234130990400286,0,0,-0.0200334932755495,0.0518207468672277,0,0.0207564220111925,0,0.026
4.68,0,-0.0138997166801421,0.0600081396150799,0,0.0236206632601405,0,0,-0.020266072610047,0.05215449001334,0,0.0208968813760465,0,0.026
4.69,0,-0.0141023774062426,0.0605296845152134,0,0.023829632073901,0,0,-0.0205005099354758,0.0524892898846626,0,0.0210379046177104,0,0.026
4.7,0,-0.0143073825055974,0.06105457741406,0,0.0240400111200781,0,0,-0.0207368098986082,0.0528251369840937,0,0.021179489651367,0,0.026
4.71,0,-0.0145147506045835,0.061582828783901,0,0.0242518060165918,0,0,-0.0209749770375152,0.0531620216191112,0,0.0213216343227271,0,0.026
4.72,0,-0.0147245003749586,0.0621144490000922,0,0.024465022359819,0,0,-0.0212150157803483,0.0534999339008433,0,0.0214643364074888,0,0.026
4.73,0,-0.0149366505327621,0.0626494483391006,0,0.0246796657238939,0,0,-0.0214569304440024,0.0538388637431461,0,0.0216075936107939,0,0.026
4.74,0,-0.0151512198372021,0.0631878369765321,0,0.0248957416600019,0,0,-0.0217007252328025,0.0541788008617177,0,0.0217514035666945,0,0.026
4.75,0,-0.0153682270895301,0.0637296249851493,0,0.0251132556956688,0,0,-0.0219464042370681,0.0545197347730499,0,0.0218957638375492,0,0.026
4.76,0,-0.0155876911319008,0.0642748223328797,0,0.0253322133340443,0,0,-0.0221939714320203,0.0548616547937948,0,0.0220406719135822,0,0.026
4.77,0,-0.015809630846221,0.0648234388808177,0,0.0255526200531801,0,0,-0.0224434306762325,0.0552045500396962,0,0.022186125212261,0,0.026
4.78,0,-0.0160340651529833,0.0653754843812146,0,0.0257744813053027,0,0,-0.0226947857105006,0.055548409424914,0,0.0223321210778285,0,0.026
4.79,0,-0.0162610130100884,0.0659309684754638,0,0.025997802516081,0,0,-0.0229480401563597,0.0558932216610592,0,0.0224786567807133,0,0.026
4.8,0,-0.016490493411652,0.0664899006920744,0,0.0262225890838882,0,0,-0.0232031975149888,0.0562389752566653,0,0.0226257295171103,0,0.026
4.81,0,-0.0167225253868019,0.0670522904446411,0,0.0264488463790593,0,0,-0.0234602611656749,0.0565856585160961,0,0.0227733364083305,0,0.026
4.82,0,-0.0169571279984586,0.067618147029802,0,0.0266765797431426,0,0,-0.0237192343648041,0.0569332595391414,0,0.0229214745004222,0,0.026
4.83,0,-0.0171943203421067,0.0681874796251935,0,0.0269057944881468,0,0,-0.0239801202441967,0.0572817662199971,0,0.0230701407635376,0,0.026
4.84,0,-0.0174341215445487,0.0687602972873935,0,0.0271364958957822,0,0,-0.0242429218101915,0.0576311662469098,0,0.0232193320915656,0,0.026
4.85,0,-0.0176765507626506,0.0693366089498625,0,0.0273686892166978,0,0,-0.0245076419421488,0.0579814471012083,0,0.0233690453015101,0,0.026
4.86,0,-0.0179216271820721,0.0699164234208746,0,0.0276023796697129,0,0,-0.024774283391115,0.058332596056788,0,0.0235192771330446,0,0.026
4.87,0,-0.0181693700159832,0.0704997493814425,0,0.0278375724410434,0,0,-0.0250428487787811,0.0586846001795994,0,0.0236700242480671,0,0.026
4.88,0,-0.0184197985037711,0.0710865953832384,0,0.028074272683524,0,0,-0.0253133405960005,0.0590374463269405,0,0.0238212832301675,0,0.026
4.89,0,-0.0186729319097311,0.0716769698465078,0,0.0283124855158257,0,0,-0.0255857612016311,0.0593911211468899,0,0.0239730505841482,0,0.026
4.9,0,-0.0189287895217474,0.0722708810579766,0,0.0285522160216672,0,0,-0.0258601128211439,0.0597456110778244,0,0.0241253227355723,0,0.026
4.91,0,-0.0191873906499588,0.0728683371687548,0,0.0287934692490229,0,0,-0.0261363975455961,0.0601009023479621,0,0.02427809603032,0,0.026
4.92,0,-0.0194487546254148,0.0734693461922344,0,0.0290362502093261,0,0,-0.0264146173300895,0.0604569809746876,0,0.0244313667340474,0,0.026
4.93,0,-0.0197129007987157,0.0740739160019812,0,0.0292805638766666,0,0,-0.0266947739927947,0.0608138327644123,0,0.0245851310318602,0,0.026
4.94,0,-0.0199798485386437,0.0746820543296253,0,0.0295264151869852,0,0,-0.0269768692134931,0.0611714433118005,0,0.0247393850277242,0,0.026
4.95,0,-0.0202496172307786,0.0752937687627432,0,0.0297738090372624,0,0,-0.0272609045324662,0.0615297979996646,0,0.0248941247441405,0,0.026
4.96,0,-0.0205222262761032,0.07590906674274,0,0.0300227502847038,0,0,-0.0275468813492232,0.0618888819984136,0,0.0250493461216369,0,0.026
4.97,0,-0.0207976950895954,0.076527955562724,0,0.0302732437459202,0,0,-0.0278348009212819,0.0622486802657853,0,0.0252050450183669,0,0.026
4.98,0,-0.0210760430988083,0.0771504423653819,0,0.0305252941961039,0,0,-0.0281246643628815,0.0626091775465153,0,0.0253612172096785,0,0.026
4.99,0,-0.0213572897424371,0.0777765341408471,0,0.0307789063682007,0,0,-0.0284164726438999,0.0629703583720927,0,0.0255178583877139,0,0.026
5,0,-0.0216414544688761,0.078406237724568,0,0.0310340849520778,0,0,-0.028710226588485,0.0633322070604101,0,0.0256749641609597,0,0.026
5.01,0,-0.021928556734761,0.079039559795172,0,0.0312908345936874,0,0,-0.0290059268740127,0.0636947077156761,0,0.0258325300538996,0,0.026
5.02,0,-0.0222186160035011,0.0796765068723288,0,0.0315491598942264,0,0,-0.0293035740297047,0.0640578442280764,0,0.0259905515065586,0,0.026
5.03,0,-0.0225116517437982,0.0803170853146095,0,0.031809065409292,0,0,-0.0296031684356362,0.0644216002737694,0,0.0261490238741793,0,0.026
5.04,0,-0.0228076834281545,0.0809613013173473,0,0.0320705556480338,0,0,-0.0299047103213617,0.0647859593145688,0,0.0263079424267644,0,0.026
5.05,0,-0.0231067305313681,0.0816091609104929,0,0.0323336350723014,0,0,-0.0302081997648309,0.0651509045979575,0,0.0264673023487499,0,0.026
5.06,0,-0.0234088125290164,0.0822606699564725,0,0.0325983080957889,0,0,-0.0305136366912351,0.0655164191570186,0,0.0266270987386387,0,0.026
5.07,0,-0.0237139488959288,0.0829158341480427,0,0.0328645790831753,0,0,-0.0308210208717483,0.0658824858103433,0,0.0267873266086193,0,0.026
5.08,0,-0.0240221591046463,0.0835746590061461,0,0.0331324523492615,0,0,-0.0311303519223999,0.0662490871620009,0,0.0269479808842053,0,0.026
5.09,0,-0.0243334626238703,0.084237149877766,0,0.0334019321581035,0,0,-0.0314416293030152,0.0666162056016515,0,0.027109056403929,0,0.026
5.1,0,-0.0246478789169004,0.0849033119337825,0,0.0336730227221428,0,0,-0.0317548523158742,0.06698382330448,0,0.0272705479189531,0,0.026
5.11,0,-0.0249654274400591,0.0855731501668273,0,0.0339457282013324,0,0,-0.0320700201046956,0.0673519222313765,0,0.0274324500927822,0,0.026
5.12,0,-0.0252861276411061,0.086246669389141,0,0.0342200527022602,0,0,-0.0323871316534849,0.067720484128961,0,0.0275947575009035,0,0.026
5.13,0,-0.0256099989576409,0.0869238742304305,0,0.0344960002772692,0,0,-0.0327061857854518,0.068089490529881,0,0.0277574646305344,0,0.026
5.14,0,-0.0259370608154955,0.0876047691357293,0,0.0347735749235746,0,0,-0.0330271811615865,0.0684589227526629,0,0.0279205658801802,0,0.026
5.15,0,-0.0262673326271113,0.088289358363256,0,0.0350527805823764,0,0,-0.033350116280084,0.06882876190244,0,0.0280840555595511,0,0.026
5.16,0,-0.0266008337899122,0.0889776459822804,0,0.0353336211379719,0,0,-0.0336749894746235,0.0691989888706191,0,0.0282479278890326,0,0.026
5.17,0,-0.0269375836846584,0.0896696358709865,0,0.0356161004168622,0,0,-0.0340017989137382,0.0695695843356211,0,0.0284121769995965,0,0.026
5.18,0,-0.0272776016737958,0.0903653317143426,0,0.0359002221868582,0,0,-0.0343305425994616,0.069940528762892,0,0.0285767969324047,0,0.026
5.19,0,-0.0276209070997904,0.0910647370019717,0,0.0361859901561822,0,0,-0.0346612183662745,0.0703118024054339,0,0.0287417816386214,0,0.026
5.2,0,-0.0279675192834531,0.0917678550260261,0,0.0364734079725684,0,0,-0.0349938238800684,0.0706833853039964,0,0.0289071249790836,0,0.026
5.21,0,-0.0283174575222538,0.0924746888790661,0,0.0367624792223593,0,0,-0.0353283566370249,0.0710552572876671,0,0.0290728207241269,0,0.026
5.22,0,-0.0286707410886241,0.0931852414519429,0,0.0370532074296005,0,0,-0.0356648139625455,0.0714273979742148,0,0.029238862553307,0,0.026
5.23,0,-0.0290273892282495,0.093899515431685,0,0.0373455960551336,0,0,-0.0360031930101526,0.0717997867704967,0,0.0294052440551431,0,0.026
5.24,0,-0.0293874211583511,0.09461751329939,0,0.037639648495685,0,0,-0.0363434907605445,0.0721724028731878,0,0.029571958726987,0,0.026
5.25,0,-0.0297508560659565,0.0953392373281218,0,0.0379353680829549,0,0,-0.0366857040203391,0.0725452252690109,0,0.0297389999746836,0,0.026
5.26,0,-0.0301177131061599,0.0960646895808119,0,0.0382327580827017,0,0,-0.0370298294212151,0.0729182327356165,0,0.0299063611124928,0,0.026
5.27,0,-0.0304880114003721,0.096793871908168,0,0.0385318216938267,0,0,-0.0373758634187889,0.0732914038419838,0,0.0300740353628118,0,0.026
5.28,0,-0.0308617700345599,0.0975267859465878,0,0.0388325620474548,0,0,-0.0377238022914745,0.0736647169490892,0,0.0302420158559987,0,0.026
5.29,0,-0.0312390080574746,0.0982634331160787,0,0.0391349822060148,0,0,-0.0380736421397433,0.0740381502107642,0,0.0304102956302755,0,0.026
5.3,0,-0.0316197444788721,0.0990038146181864,0,0.0394390851623175,0,0,-0.03842537888469,0.0744116815740597,0,0.0305788676314163,0,0.026
5.31,0,-0.0320039982677189,0.0997479314339269,0,0.0397448738386317,0,0,-0.0387790082674234,0.0747852887804036,0,0.0307477247127638,0,0.026
5.32,0,-0.0323917883503932,0.100495784321731,0,0.0400523510857593,0,0,-0.0391345258477531,0.0751589493660204,0,0.0309168596349336,0,0.026
5.33,0,-0.0327831336088707,0.101247373815391,0,0.0403615196821087,0,0,-0.0394919270033124,0.0755326406629053,0,0.0310862650657437,0,0.026
5.34,0,-0.0331780528789038,0.10200270022202,0,0.0406723823327661,0,0,-0.0398512069286294,0.0759063397997968,0,0.0312559335801394,0,0.026
5.35,0,-0.0335765649481901,0.102761763620018,0,0.0409849416685675,0,0,-0.0402123606338762,0.0762800237026912,0,0.0314258576599235,0,0.026
5.36,0,-0.0339786885545289,0.103524563857045,0,0.0412992002451667,0,0,-0.0405753829442739,0.076653669096215,0,0.0315960296938393,0,0.026
5.37,0,-0.0343844423839716,0.104291100548007,0,0.0416151605421051,0,0,-0.04094026849866,0.0770272525041457,0,0.0317664419772928,0,0.026
5.38,0,-0.0347938450689583,0.105061373073049,0,0.041932824961878,0,0,-0.0413070117489011,0.0774007502507224,0,0.0319370867124022,0,0.026
5.39,0,-0.0352069151864473,0.105835380575556,0,0.0422521958290021,0,0,-0.0416756069587056,0.077774138461472,0,0.0321079560078399,0,0.026
5.4,0,-0.0356236712560344,0.106613121960171,0,0.0425732753890805,0,0,-0.0420460482027298,0.0781473930643498,0,0.0322790418788009,0,0.026
5.41,0,-0.0360441317380617,0.107394595890814,0,0.0428960658078685,0,0,-0.0424183293655962,0.0785204897907875,0,0.0324503362469297,0,0.026
5.42,0,-0.0364683150317177,0.108179800788722,0,0.0432205691703378,0,0,-0.0427924441409712,0.0788934041768101,0,0.0326218309402713,0,0.026
5.43,0,-0.0368962394731274,0.10896873483049,0,0.0435467874797405,0,0,-0.0431683860305915,0.0792661115642487,0,0.0327935176932575,0,0.026
5.44,0,-0.0373279233334333,0.109761395946133,0,0.0438747226566731,0,0,-0.0435461483433809,0.0796385871018637,0,0.0329653881466539,0,0.026
5.45,0,-0.0377633848168671,0.110557781817151,0,0.0442043765381396,0,0,-0.0439257241943416,0.0800108057465291,0,0.0331374338475252,0,0.026
5.46,0,-0.0382026420588105,0.111357889874617,0,0.0445357508766148,0,0,-0.0443071065039055,0.0803827422646534,0,0.0333096462492993,0,0.026
5.47,0,-0.0386457131238496,0.112161717297263,0,0.0448688473391078,0,0,-0.0446902879968135,0.0807543712333461,0,0.0334820167117189,0,0.026
5.48,0,-0.0390926160038177,0.112969261009597,0,0.045203667506225,0,0,-0.0450752612011235,0.0811256670416738,0,0.0336545365008262,0,0.026
5.49,0,-0.0395433686158289,0.113780517680013,0,0.0455402128712333,0,0,-0.0454620184476492,0.0814966038922794,0,0.0338271967891003,0,0.026
5.5,0,-0.0399979888003054,0.114595483718936,0,0.0458784848391243,0,0,-0.0458505518685523,0.0818671558024298,0,0.0339999886553444,0,0.026
5.51,0,-0.040456494318991,0.11541415527696,0,0.0462184847256777,0,0,-0.0462408533969204,0.0822372966057382,0,0.0341729030848607,0,0.026
5.52,0,-0.0409189028529602,0.116236528243018,0,0.0465602137565263,0,0,-0.0466329147655578,0.082606999953513,0,0.0343459309694575,0,0.026
5.53,0,-0.0413852320006158,0.117062598242553,0,0.0469036730662209,0,0,-0.0470267275061693,0.0829762393161524,0,0.0345190631074778,0,0.026
5.54,0,-0.0418554992756775,0.117892360635714,0,0.0472488636972957,0,0,-0.0474222829485838,0.0833449879848988,0,0.0346922902039725,0,0.026
5.55,0,-0.0423297221051633,0.118725810515563,0,0.0475957865993354,0,0,-0.0478195722196974,0.083713219073145,0,0.0348656028706835,0,0.026
5.56,0,-0.0428079178273603,0.119562942706295,0,0.0479444426280423,0,0,-0.0482185862426869,0.0840809055182248,0,0.0350389916262261,0,0.026
5.57,0,-0.0432901036897872,0.120403751761477,0,0.0482948325443045,0,0,-0.0486193157361821,0.0844480200829682,0,0.035212446896171,0,0.026
5.58,0,-0.043776296847149,0.121248231962307,0,0.0486469570132662,0,0,-0.049021751213316,0.0848145353573847,0,0.0353859590131753,0,0.026
5.59,0,-0.0442665143592822,0.122096377315881,0,0.049000816603398,0,0,-0.0494258829808966,0.0851804237603119,0,0.035559518217098,0,0.026
5.6,0,-0.0447607731890912,0.122948181553484,0,0.049356411785569,0,0,-0.0498317011384948,0.0855456575411333,0,0.0357331146551395,0,0.026
5.61,0,-0.0452590902004761,0.123803638128895,0,0.0497137429321204,0,0,-0.0502391955776908,0.08591020878164,0,0.0359067383820408,0,0.026
5.62,0,-0.045761482156253,0.124662740216711,0,0.0500728103159408,0,0,-0.0506483559811061,0.0862740493977193,0,0.0360803793602058,0,0.026
5.63,0,-0.0462679657160641,0.125525480710689,0,0.0504336141095428,0,0,-0.0510591718217221,0.0866371511413094,0,0.036254027459935,0,0.026
5.64,0,-0.0467785574342813,0.126391852222102,0,0.0507961543841422,0,0,-0.0514716323617685,0.0869994856019782,0,0.0364276724594954,0,0.026
5.65,0,-0.047293273757899,0.127261847078121,0,0.0511604311087371,0,0,-0.0518857266522082,0.0873610242092365,0,0.0366013040454999,0,0.026
5.66,0,-0.0478121310244211,0.128135457320214,0,0.0515264441491921,0,0,-0.0523014435316061,0.087721738234019,0,0.0367749118129329,0,0.026
5.67,0,-0.0483351454597371,0.129012674702554,0,0.0518941932673215,0,0,-0.0527187716255245,0.0880815987909751,0,0.0369484852655144,0,0.026
5.68,0,-0.0488623331759924,0.129893490690464,0,0.0522636781199766,0,0,-0.0531376993455593,0.0884405768402875,0,0.0371220138158632,0,0.026
5.69,0,-0.0493937101694479,0.130777896458867,0,0.0526348982581352,0,0,-0.053558214888543,0.0887986431896913,0,0.037295486785743,0,0.026
5.7,0,-0.0499292923183334,0.131665882890763,0,0.0530078531259927,0,0,-0.0539803062357775,0.0891557684966007,0,0.0374688934063514,0,0.026
5.71,0,-0.0504690953806912,0.132557440575729,0,0.0533825420600562,0,0,-0.0544039611521198,0.0895119232700924,0,0.037642222818546,0,0.026
5.72,0,-0.0510131349922124,0.13345255980843,0,0.0537589642882416,0,0,-0.0548291671853219,0.0898670778731504,0,0.037815464073181,0,0.026
5.73,0,-0.0515614266640656,0.134351230587162,0,0.0541371189289734,0,0,-0.0552559116649724,0.0902212025246025,0,0.0379886061313081,0,0.026
5.74,0,-0.0521139857807153,0.135253442612408,0,0.0545170049902865,0,0,-0.0556841817019755,0.0905742673014541,0,0.0381616378645494,0,0.026
5.75,0,-0.0526708275977351,0.136159185285422,0,0.054898621368932,0,0,-0.0561139641875949,0.090926242141164,0,0.0383345480554367,0,0.026
5.76,0,-0.053231967239611,0.137068447706834,0,0.0552819668494864,0,0,-0.0565452457925394,0.0912770968435329,0,0.0385073253975921,0,0.026
5.77,0,-0.0537974196975364,0.137981218675269,0,0.0556670401034623,0,0,-0.0569780129664885,0.0916268010733792,0,0.0386799584962382,0,0.026
5.78,0,-0.0543671998272013,0.138897486686003,0,0.0560538396884247,0,0,-0.0574122519369343,0.09197532436255,0,0.0388524358684222,0,0.026
5.79,0,-0.0549413223465706,0.139817239929629,0,0.0564423640471089,0,0,-0.0578479487085892,0.0923226361123058,0,0.039024745943402,0,0.026
5.8,0,-0.0555198018336565,0.140740466290752,0,0.0568326115065429,0,0,-0.0582850890626451,0.0926687055957656,0,0.0391968770630555,0,0.026
5.81,0,-0.0561026527242829,0.141667153346709,0,0.0572245802771735,0,0,-0.0587236585557885,0.093013501960146,0,0.0393688174821977,0,0.026
5.82,0,-0.0566898893098408,0.142597288366311,0,0.0576182684519955,0,0,-0.0591636425196353,0.0933569942293221,0,0.0395405553690387,0,0.026
5.83,0,-0.0572815257350371,0.143530858308604,0,0.0580136740056859,0,0,-0.0596050260597619,0.093699151306079,0,0.0397120788055058,0,0.026
5.84,0,-0.0578775759956348,0.144467849821665,0,0.0584107947937409,0,0,-0.0600477940549925,0.0940399419746979,0,0.0398833757877078,0,0.026
5.85,0,-0.0584780539361847,0.145408249241412,0,0.058809628551618,0,0,-0.0604919311567233,0.0943793349034822,0,0.0400544342263747,0,0.026
5.86,0,-0.0590829732477519,0.146352042590446,0,0.0592101728938817,0,0,-0.0609374217879627,0.0947172986471233,0,0.0402252419472256,0,0.026
5.87,0,-0.0596923474656316,0.147299215576918,0,0.059612425313354,0,0,-0.0613842501427224,0.0950538016494419,0,0.0403957866914981,0,0.026
5.88,0,-0.0603061899670588,0.148249753593412,0,0.060016383180269,0,0,-0.0618324001851493,0.0953888122457688,0,0.0405660561163239,0,0.026
5.89,0,-0.0609245139689102,0.14920364171587,0,0.0604220437414322,0,0,-0.0622818556487656,0.0957222986657009,0,0.0407360377952607,0,0.026
5.9,0,-0.0615473325253979,0.150160864702527,0,0.0608294041193848,0,0,-0.062732600035779,0.0960542290356711,0,0.040905719218749,0,0.026
5.91,0,-0.0621746585257557,0.151121406992884,0,0.0612384613115723,0,0,-0.063184616616219,0.0963845713815383,0,0.0410750877945745,0,0.026
5.92,0,-0.0628065046919179,0.152085252706699,0,0.0616492121895181,0,0,-0.0636378884272461,0.0967132936314074,0,0.0412441308484278,0,0.026
5.93,0,-0.0634428835761904,0.153052385643013,0,0.0620616534980023,0,0,-0.0640923982723772,0.0970403636182317,0,0.0414128356243738,0,0.026
5.94,0,-0.0640838075589141,0.154022789279196,0,0.0624757818542461,0,0,-0.0645481287206501,0.0973657490825136,0,0.0415811892853604,0,0.026
5.95,0,-0.0647292888461206,0.154996446770021,0,0.0628915937470997,0,0,-0.0650050621060404,0.0976894176752295,0,0.041749178913826,0,0.026
5.96,0,-0.065379339467181,0.155973340946773,0,0.0633090855362379,0,0,-0.0654631805266066,0.0980113369604437,0,0.0419167915121725,0,0.026
5.97,0,-0.0660339712724471,0.156953454316377,0,0.0637282534513597,0,0,-0.0659224658436527,0.0983314744182145,0,0.0420840140033606,0,0.026
5.98,0,-0.0666931959308836,0.15793676906056,0,0.0641490935913933,0,0,-0.066382899681171,0.098649797447334,0,0.0422508332314433,0,0.026
5.99,0,-0.0673570249276954,0.158923267035033,0,0.0645716019237077,0,0,-0.0668444634248945,0.0989662733682769,0,0.0424172359621773,0,0.026
6,0,-0.0680254695619443,0.159912929768716,0,0.0649957742833295,0,0,-0.0673071382218071,0.099280869426115,0,0.042583208883632,0,0.026
