time,waist,shoulder,elbow,forearm_roll,wrist_angle,wrist_rotate,gripper
0,0,-0.523598775598299,0.523598775598299,0,0.392699081698724,0,0.026
0.01,0,-0.523598775598299,0.523598775598299,0,0.392699081698724,0,0.026
0.02,0,-0.523598775598299,0.523598775598299,0,0.392699081698724,0,0.026
0.03,0,-0.52359877544246,0.523598775400067,0,0.392699081573395,0,0.026
0.04,0,-0.523598775022902,0.523598774866376,0,0.392699081235979,0,0.026
0.05,0,-0.523598774138259,0.523598773741082,0,0.392699080524531,0,0.026
0.06,0,-0.523598772529656,0.523598771694889,0,0.392699079230861,0,0.026
0.07,0,-0.523598769880727,0.523598768325368,0,0.392699077100541,0,0.026
0.08,0,-0.523598765817637,0.52359876315699,0,0.392699073832924,0,0.026
0.09,0,-0.523598759909109,0.523598755641158,0,0.392699069081171,0,0.026
0.1,0,-0.523598751666454,0.523598745156243,0,0.392699062452267,0,0.026
0.11,0,-0.523598740543606,0.523598731007632,0,0.392699053507055,0,0.026
0.12,0,-0.523598725937157,0.523598712427772,0,0.392699041760263,0,0.026
0.13,0,-0.523598707186405,0.523598688576228,0,0.392699026680542,0,0.026
0.14,0,-0.523598683573395,0.52359865853974,0,0.392699007690498,0,0.026
0.15,0,-0.523598654322973,0.523598621332285,0,0.392698984166738,0,0.026
0.16,0,-0.523598618602836,0.523598575895152,0,0.392698955439908,0,0.026
0.17,0,-0.523598575523598,0.523598521097011,0,0.392698920794746,0,0.026
0.18,0,-0.523598524138845,0.523598455733993,0,0.392698879470127,0,0.026
0.19,0,-0.523598463445204,0.523598378529776,0,0.392698830659121,0,0.026
0.2,0,-0.523598392382413,0.523598288135674,0,0.392698773509047,0,0.026
0.21,0,-0.523598309833399,0.523598183130733,0,0.392698707121531,0,0.026
0.22,0,-0.52359821462435,0.523598062021827,0,0.392698630552575,0,0.026
0.23,0,-0.523598105524801,0.523597923243766,0,0.392698542812616,0,0.026
0.24,0,-0.523597981247723,0.523597765159404,0,0.392698442866601,0,0.026
0.25,0,-0.523597840449605,0.523597586059755,0,0.392698329634059,0,0.026
0.26,0,-0.523597681730558,0.523597384164109,0,0.392698201989174,0,0.026
0.27,0,-0.523597503634406,0.523597157620164,0,0.392698058760865,0,0.026
0.28,0,-0.52359730464879,0.523596904504148,0,0.392697898732872,0,0.026
0.29,0,-0.523597083205276,0.52359662282096,0,0.392697720643835,0,0.026
0.3,0,-0.523596837679464,0.523596310504304,0,0.39269752318739,0,0.026
0.31,0,-0.523596566391099,0.52359596541684,0,0.392697305012252,0,0.026
0.32,0,-0.523596267604193,0.523595585350326,0,0.39269706472232,0,0.026
0.33,0,-0.523595939527144,0.52359516802578,0,0.392696800876766,0,0.026
0.34,0,-0.523595580312862,0.523594711093635,0,0.392696511990141,0,0.026
0.35,0,-0.523595188058899,0.523594212133904,0,0.392696196532481,0,0.026
0.36,0,-0.523594760807581,0.523593668656353,0,0.392695852929408,0,0.026
0.37,0,-0.523594296546149,0.523593078100667,0,0.392695479562247,0,0.026
0.38,0,-0.523593793206892,0.523592437836639,0,0.392695074768139,0,0.026
0.39,0,-0.523593248667301,0.523591745164345,0,0.392694636840152,0,0.026
0.4,0,-0.52359266075021,0.52359099731434,0,0.39269416402741,0,0.026
0.41,0,-0.523592027223954,0.523590191447844,0,0.392693654535209,0,0.026
0.42,0,-0.523591345802522,0.523589324656949,0,0.392693106525145,0,0.026
0.43,0,-0.523590614145719,0.523588393964815,0,0.392692518115246,0,0.026
0.44,0,-0.523589829859325,0.52358739632588,0,0.3926918873801,0,0.026
0.45,0,-0.52358899049527,0.523586328626074,0,0.392691212350996,0,0.026
0.46,0,-0.5235880935518,0.523585187683035,0,0.392690491016056,0,0.026
0.47,0,-0.523587136473653,0.523583970246332,0,0.392689721320381,0,0.026
0.48,0,-0.523586116652237,0.52358267299769,0,0.392688901166194,0,0.026
0.49,0,-0.523585031425816,0.523581292551223,0,0.392688028412989,0,0.026
0.5,0,-0.52358387807969,0.52357982545367,0,0.39268710087768,0,0.026
0.51,0,-0.52358265384639,0.523578268184634,0,0.392686116334753,0,0.026
0.52,0,-0.52358135590587,0.523576617156829,0,0.39268507251643,0,0.026
0.53,0,-0.523579981385703,0.52357486871633,0,0.392683967112818,0,0.026
0.54,0,-0.52357852736128,0.523573019142825,0,0.39268279777208,0,0.026
0.55,0,-0.52357699085602,0.523571064649878,0,0.392681562100598,0,0.026
0.56,0,-0.523575368841572,0.523569001385189,0,0.39268025766314,0,0.026
0.57,0,-0.52357365823803,0.523566825430861,0,0.392678881983034,0,0.026
0.58,0,-0.523571855914144,0.52356453280368,0,0.392677432542341,0,0.026
0.59,0,-0.523569958687544,0.523562119455381,0,0.392675906782032,0,0.026
0.6,0,-0.523567963324957,0.523559581272937,0,0.39267430210217,0,0.026
0.61,0,-0.523565866542438,0.523556914078845,0,0.392672615862091,0,0.026
0.62,0,-0.523563665005592,0.523554113631409,0,0.392670845380593,0,0.026
0.63,0,-0.523561355329812,0.523551175625043,0,0.392668987936123,0,0.026
0.64,0,-0.523558934080513,0.523548095690564,0,0.392667040766968,0,0.026
0.65,0,-0.523556397773372,0.523544869395499,0,0.392665001071452,0,0.026
0.66,0,-0.523553742874569,0.523541492244389,0,0.392662866008133,0,0.026
0.67,0,-0.523550965801037,0.523537959679102,0,0.392660632696001,0,0.026
0.68,0,-0.523548062920707,0.523534267079149,0,0.392658298214685,0,0.026
0.69,0,-0.523545030552763,0.523530409762005,0,0.392655859604656,0,0.026
0.7,0,-0.5235418649679,0.523526382983433,0,0.392653313867439,0,0.026
0.71,0,-0.523538562388581,0.523522181937808,0,0.392650657965821,0,0.026
0.72,0,-0.523535118989299,0.523517801758456,0,0.392647888824068,0,0.026
0.73,0,-0.523531530896848,0.523513237517988,0,0.39264500332814,0,0.026
0.74,0,-0.523527794190587,0.523508484228638,0,0.392641998325913,0,0.026
0.75,0,-0.523523904902716,0.523503536842612,0,0.3926388706274,0,0.026
0.76,0,-0.52351985901855,0.523498390252433,0,0.392635617004979,0,0.026
0.77,0,-0.523515652476798,0.523493039291297,0,0.392632234193617,0,0.026
0.78,0,-0.523511281169848,0.523487478733426,0,0.392628718891103,0,0.026
0.79,0,-0.523506740944048,0.523481703294431,0,0.392625067758282,0,0.026
0.8,0,-0.523502027599997,0.523475707631675,0,0.39262127741929,0,0.026
0.81,0,-0.523497136892838,0.523469486344643,0,0.392617344461791,0,0.026
0.82,0,-0.523492064532548,0.523463033975312,0,0.392613265437222,0,0.026
0.83,0,-0.523486806184241,0.523456345008528,0,0.392609036861035,0,0.026
0.84,0,-0.523481357468464,0.523449413872383,0,0.392604655212942,0,0.026
0.85,0,-0.523475713961505,0.523442234938604,0,0.392600116937166,0,0.026
0.86,0,-0.523469871195695,0.523434802522934,0,0.392595418442694,0,0.026
0.87,0,-0.523463824659722,0.523427110885525,0,0.392590556103526,0,0.026
0.88,0,-0.523457569798941,0.523419154231334,0,0.392585526258936,0,0.026
0.89,0,-0.523451102015691,0.523410926710519,0,0.392580325213731,0,0.026
0.9,0,-0.523444416669612,0.523402422418838,0,0.39257494923851,0,0.026
0.91,0,-0.523437509077965,0.52339363539806,0,0.392569394569933,0,0.026
0.92,0,-0.523430374515963,0.523384559636369,0,0.39256365741098,0,0.026
0.93,0,-0.523423008217087,0.523375189068775,0,0.392557733931229,0,0.026
0.94,0,-0.523415405373424,0.523365517577534,0,0.392551620267118,0,0.026
0.95,0,-0.523407561135998,0.523355538992563,0,0.392545312522228,0,0.026
0.96,0,-0.523399470615103,0.523345247091862,0,0.392538806767553,0,0.026
0.97,0,-0.52339112888064,0.523334635601943,0,0.392532099041781,0,0.026
0.98,0,-0.523382530962462,0.523323698198255,0,0.392525185351575,0,0.026
0.99,0,-0.523373671850714,0.523312428505615,0,0.392518061671854,0,0.026
1,0,-0.523364546496179,0.523300820098651,0,0.392510723946083,0,0.026
1.01,0,-0.523355149810628,0.523288866502229,0,0.392503168086558,0,0.026
1.02,0,-0.523345476667167,0.523276561191904,0,0.392495389974694,0,0.026
1.03,0,-0.523335521900597,0.523263897594359,0,0.392487385461322,0,0.026
1.04,0,-0.523325280307764,0.523250869087857,0,0.392479150366982,0,0.026
1.05,0,-0.523314746647923,0.523237469002686,0,0.392470680482218,0,0.026
1.06,0,-0.523303915643092,0.52322369062162,0,0.392461971567878,0,0.026
1.07,0,-0.523292781978423,0.523209527180369,0,0.392453019355419,0,0.026
1.08,0,-0.523281340302563,0.523194971868043,0,0.392443819547203,0,0.026
1.09,0,-0.523269585228026,0.523180017827613,0,0.39243436781681,0,0.026
1.1,0,-0.523257511331557,0.523164658156377,0,0.392424659809339,0,0.026
